ID,response
77,"There once was a girl named Madeline. She always knew something was special about her, as if she had some greater, unknown purpose. She dabbled in her own fantasy worlds, always believing that they weren’t too far from the truth. She believed that there would be something greater for her, something that was magical. Although, she dreamt of this, none of her dreams ever came to fruition. However, she would still go about her seemingly mundane life and exude magic. This magic was not supernatural magic, but her own, a magic that came from her own light that she emitted. One day, as she was walking to school, she did nothing different from her typical routine, however, something was different. She felt as if the world had changed overnight, like maybe everything she had ever hoped for became a reality. She walked to school, sat through eight hours of 9th grade material, and walked home. She was disappointed that her intuition proved to be wrong, but she was unprepared for what came next. She went to take her dog for a walk and saw new surroundings. Maybe not a new driveway, or new people, but a new view. Everything was more vivid and more beautiful. She felt like she was truly seeing for the first time in her life, not just with her eyes, but with every part of her being. And suddenly, time stopped. Everything around her was frozen and she knew. She knew her purpose and what her abilities were. She realized that she could stop time, fast-forward, and rewind. Not only did she have this new ability, but she finally understood herself in such an extraordinary, insightful way. Nothing was ever the same. After that, she went about her days as usual, but now she was able to see the beauty in time and the beauty within herself. Her powers weren’t just about having some cool, unique ability, but about being able to understand the world better so that she could help others to understand how she understood. She could never articulate what this all meant, but all she knew was that there was something special brewing, something that could change the world. She could change the world. As misunderstood as she was and as misunderstood as she was about to be, she took solace in the fact that she was special. This didn’t satisfy her in such as she was better than everyone else, but that she saw everything so beautifully and could possibly get others to see what she saw. And maybe all along, this was her purpose: not to travel through time all on her own accord, but to teach people about what she learned along the way. Truly, she was given the gift of sight, the gift to see the world through a magical lens. She was given happiness, she was given truth, and she was given empathy, beyond what anyone else ever thought they knew. She traversed the world and surprised others with her inner beauty. She gave people things that they always wanted, but could never get: someone who would love them unconditionally on their own terms. She looked at people and saw them for who they were, who they are, and who they could be. She smiled at people with enough love to last a lifetime, all because she knew, she knew what truly mattered in life. She was able to strip the world of misconception, materialism, and greed, and see what it all amounted to. She lived her life with a fervor and a drive that inspired people and gave them the unexpected. People could feel her love emanating, and she could feel everything that they felt and see what the world had in store for them. And she could just stop in time and look around along the way. She was free."
78,"     I never used much attention to what anyone else thought.  There’s this story about an egg I read a while back, and the writer had a theory that there only is one conscious person in the universe, and everyone else around that person is just a shadow of that consciousness reborn into a different life.  I liked to think that theory was true; it’s my life, so why should I bother concerning myself with what other people feel, right?  Like I said, that is how I used to think.  I sort of disproved that theory when I woke up one day and could feel almost everyone’s emotions but my own.
     It was a Monday morning, and I had been out all weekend with some friends from the rowing team, so I woke up with the lingering pangs that came with numbers of empty shot glasses.  I remember dreading waking up, knowing that the high keening that was my Political Thought professor’s voice would only serve to amplify my already growing headache.  Soon after forcing myself out of bed, though, I felt a sudden surge of energy just as my roommate, Chris, came back from the gym.  I vaguely wondered if it was some lingering intoxication from the night before and shook it off, dressing and leaving for class shortly after.  
     There was a weird sort of energy that cold, Monday morning.  I went to a small liberal arts school in upstate New York, and the trees were just beginning to shake off the harsh cold of February.  It felt as though the coming spring was not only bringing color to the trees but brought a liveliness, an energy that I hadn’t felt before.  I was walking past the stoner bench near the river when my chest came in contact with something warm and soft, and I found it was a girl, Lucy I think her name was, that I had hooked up with a few weeks before.
     “Hey, Jordan,” she said, her cheeks pink from the cold and probably a decent amount of embarrassment.  I paused momentarily, both struggling to remember her name but also unnerved by a sudden sensation of awkwardness.  Sure I felt bad that I never called her back, but it was a small school.  I had run into her before.
     “Hey… Lucy, right?” I guessed, shoving my hands in my pockets.  
     “Lauren,” she corrected, and I suddenly felt both annoyed and ashamed, like my parents had just lectured me on bringing a girl home after a party."
79,"Yesterday, my sister told me I had to go to the store. Now this might seem insignificant, but you don’t understand. I got to go to the store to decide what our whole family was going to eat for dinner. “The green beans I’m usually forced to eat won’t make it into tonight’s meal!” I thought.
“I’ll pick you up when my nail appointment ends!” I barely heard my sister because I was already halfway into the store, trying to decide how many courses we would have. Six seemed like a good number. For the first course we would start off with a simple appetizer – Totino’s Pizza Rolls. I opened the freezer (wishing I had worn a jacket) and reached all the way to the top shelf to grab a box of original flavored pizza rolls, which Mom never lets me get. Good thing tonight I was making the decisions. While I was in that isle, the mozzarella sticks caught my eye, and I figured that could be our second course. They were impossible for me to reach, but luckily a lady next to me offered to grab them for me (She seemed like she was almost laughing, I couldn’t figure out why).  
I skipped right past the produce section happily, and went to the bakery where I got some garlic bread because I hadn’t figured out what I wanted for the rest of the meal yet, and that’s when I saw it. I had tried countless times to get Mom to buy it for dinner, but she always refused. “Do you know how ridiculously bad that is for you!” I heard her screaming in my head. Too bad she wasn’t here to stop me! Today was the day I would finally get to bring it home, and it would be the perfect third course. I grabbed the largest box I could find, and I couldn’t stop myself from smiling because of the delicious dinner I had ahead of me. I kept imagining my dad biting off the heads of the dinosaur chicken nuggets, which made me laugh.
For the fourth, fifth and sixth courses, I grabbed a Claim Jumper Chocolate Satin Pie, eight Twinkies (two for each of us), and a box of donuts from the bakery. It may have seemed like overkill, but if Mom, Dad, and Sis didn’t want to eat it, it would just be more for me anyway! I was heading to the checkout line when I remembered that I needed drinks, so I got a 12 pack of Hawaiian Punch, and another of orange soda. I waited in line and made it all the way up to the register, paid the cashier with the $40 my sister gave me, and put the change in my pocket. When I got outside with my cart she was already waiting for me, and I loaded everything into the trunk.
Once we got home I pulled everything out of the trunk and went upstairs to do some homework. I heard my mom yelling at my sister about letting me choose dinner, and I heard her say “I guess I’ll just order pizza.” So much for that!"
80,"The realization of my power didn’t really give me any comfort.  Quite the opposite, in fact—it felt as though someone had just laid a heavy weight across my shoulders.  But that’s not quite right either.  No, instead it sort of felt like I’d just realized that I’d been carrying this weight for my whole life.  Now that I’d realized it, part of me wanted to get it off, to see what it would be like to go through life unfettered.  Yes, that would be really nice, wouldn’t it?  But now that I knew, some part of me knew that this was to become the reality of my life.
When I was younger, I always had this perception of wanting to be someone.  I came to that cynical conclusion early in my youth that I was no different from anyone else.  The same things that I loved and hated had been loved and hated many millions of times before I was born, and they’d be loved and hated many millions of times when I was nothing but worm food.  But at the same time, I would watch movies and TV shows, and I would read books and comics about these people that were…well, they were people.  They may not have really existed, but in some way I think they had more existence than I did.  Take Spiderman for instance—or who in the world can say that they’re like Superman?  I treasured reading their stories as a kid.  It was probably just because all kids like those stories, but maybe it was because I admired the uniqueness of their persons.  I dunno, I’m not a psychologist or anything.  Part of me probably wanted Superman to show up at my door one morning and declare that instead of going to school with all the other suckers, I was going to spend the day fighting crime with him.
Well, I guess now I’m Superman, or Spiderman, or Green Lantern, or somebody.  I was now Someone.  For someone whose entire process of growing up was the process of resigning himself to not being Someone, this came as quite a shock.  It wasn’t comforting, as I said before, but it filled me with a sort of childlike glee.  For a minute no one moved a muscle; we were all stunned by what I’d just done.  Even with all of those eyes on me I could feel my eyes tearing up for joy."
81,"Once upon a time there was a young lad named Nerp.  Since he was an even younger lad, Nerp fancied himself a ladies lad; there was always plenty of ladies around for young Nerp.  One fine evening after his badminton practice had ended, Nerp decided to do his regular hobby of chasing young ladies.  He put his athletic bags away and hopped in his silver Volkswagon Jetta with one destination in mind: the driving range.  Nerp never actually golfed at the driving range as he was afraid it would ruin his badminton form.  All he actually did at the driving range was hit on young golfing women.  This time, however, there was only old men at the driving range so he decided to pick up a basket of balls to swing at.  Young Nerp walked up to the tee and placed his ball.  “THWACK” went the first ball, and “THWUCK” went the second.  He hit a third and a fourth, and to his amazement, they all were flying beyond the range of the range! Nerp was a golfing prodigy, and he was only now just realizing his talents.  He hit a fifth and then eventually the rest of his basket with glee.  But at the end, upon fully realizing his incredible superpower in golf he also supposed that he had wasted his life not being a golf superstar.  To him, the ladies at the driving range were now only demons that had kept him away from his superior talent.  Badminton was the same and he was such a fool for thinking he was going to become the badminton superstar champion of the universe.  As he slammed through another basket he further realized the corollary ideas of his new realized superpower.  He hated himself.  He hated his wasted time.  He hated his obsession with badminton.  Nerp felt like a duped fool, a foolish young lad.  He also knew he could now win all the championships in golf, but none of this mattered to him at the time.  All Nerp could think about was how much of a fool he had been.  After his fourth basket, Nerp knew what he had to do.  He had to become the golf superstar champion of the universe.  Nerp sucked up his qualms, bought 10 more baskets, and set to work. "
82,"I woke up this morning, and found myself sitting on a stone in the middle of the ocean, unaware of what had happened before.
I stood up and looked around. I see the bright sun shining up in the sky, lightening the clouds up, picturing a warm and bright picture. I see birds flying around me and fish swimming deep in the ocean. Yet, I could not smell anything and I even felt a little difficult to breath. 
Accidentally, I found a big hole on this stone, big enough to hold a human body. I did not know why I chose to jump into the hole, but the end was I did jump.
I found myself drowning in the ocean, faster and faster, contradicting to the scientific knowledges I had learned. And finally, I lost my conscious.
When I woke up again, I found myself still on the stone, questioning the things that have just happened. I stood up and looker to the things around me. I can see “birds” with long tails flying around me, and I can taste the saltiness of the air. I looked down to the ocean and found white and lighted cloud-like things flowing deep down there, the fishes swimming seemed to have wings grown. I try to feel the air with my hand and found that air was flowing around me, I was able to feel the touch of it, smooth and gentle. Now I cannot feel any temperature, but can smell the ocean, fishy and free.
I doubted.
Of course I should doubt.
My human knowledge told me that now I am standing under the ocean, in which the sky is now under my feet. Surprisingly, I am able to breath under the water, so that was why I felt hard to breath when I was surrounded by air. 
But how come? What happened to me?
I questioned myself, and meanwhile I saw a boat coming straight to where I was standing, yet, under my feet, up the surface of the ocean. Without any stop, I jumped again through the hole, and there it goes, I am back to the correct world again. I looked for help to the people on the boat, and had a ride back to the beach.
After this experience, I worked in the ocean department in a zoo and lived with dolphins and wales. I acted to people around me that I cannot breath under the water, the only extraordinary thing I was able to do was to hold my breath longer than normal people so I can stay in the water longer without any tools and train the creatures. 
It is a good work, at least, now I am accepting myself living like a fish. 
Or maybe I am just a fish, and daydreaming of myself being a human. Who knows."
83,"Clarissa was a five year old girl who only knew a life of poverty. She lived with her mother and two year old brother Nico in an old, abandoned shack in France. Every day her mother would ask for work from store to store while Clarissa wandered the streets holding onto her brother’s hand. Their clothes were old and torn; they had not bathed in almost two weeks. Clarissa loved Nico very much, and only cared about protecting him. She wanted to be brave and strong; she wanted to be like her father who had been killed trying to protect his family from a band of thugs. On Nico’s birthday Clarissa wanted to give him his favorite fruit, tangerines; because they could not afford to buy anything besides rice and beans, fruit was a luxury. She decided she would so something her father said they should never do even if they were starving: she would steal some from a fruit stall. She wanted it to be a surprise for him, so without waking him, she left the shack early that morning to get some fruit. She arrived the stall, the farmer was only just opening, and she waited for the best time to take one. Clarissa kept repeating to herself that she would run as fast as she could and then run back to the shack without looking back. When she saw her opening she did just that, but when she opened her eyes she realized everyone, and everything around her had frozen. She could move around and interact with people and objects, but it was as if time had stopped.
That is when Clarissa realized that she had the power to stop time, and that with this ability she could get anything she wanted- her family would no longer live in poverty. "
84,"Every Tuesday morning I walk to class extra early to see the boy I’ve had a crush on since the beginning of my sophomore year. He doesn’t always see me waiting, so I just wait for my class to start. Tuesday’s are my favorite mornings for this strange reason. As I was walking through to my section one of those mornings, I realized something very unusual. I was getting this warm feeling inside my body. Different from other times that I had seen him. As I approach to class and get closer to crossing paths with him, I realized I can somehow hear what he is saying, yet, his mouth is not moving. “Is it that I can read his mind”, I thought to myself. “NO! That would be crazy!” I told myself I would forget what I thought that I heard that morning as he approached me. I didn’t pay much attention to what he was thinking because I was too shocked that I this was happening to me. I decide to wait till the following week just to see if it was one of those mornings where I just randomly start reading people’s minds, or if I was actually going through some weird phenomena where I am capable of reading my crush’s mind. Maybe this time I will keep conversation with him and see if I can catch him thinking something that he couldn’t really say to me. Tuesday the following week, I go straight to him, “Hi, how was margarita Monday last night?” wait why would I even ask him that? I already can tell whatever he’s thinking I was not going to be happy with. On the contrary, he responds, “IT was fun! Why weren’t you there?” Before I can get my thoughts out of my mouth, I caught him thinking again. “It would have had more fun if you were there with me.” WAIT! Was I really comprehending this correctly? If I’m catching on, I think he has a crush on me too? But even worse can he also read my mind as I think of this? I didn’t know whether to continue thinking or just simply respond to him. Why couldn’t I just tell him I was at the library and couldn’t go? My thoughts continued racing because I couldn’t pin point why I would be only able to read his mind but not everyone else? So is this just a thing where people who like each other could read each other’s mind? Maybe now I don’t want to be capable of having this power. Now that I know there could be mutual feelings. I can get rid of this, me and whoever else holds this great power. "
85,"With a start, he jerked his head and a loud bang followed. 
“Shit!” he yelled out as reached toward forehead, stinging with pain. At first he was confused, but as he started to wake up a bit more, he realized where he was. It was the middle of the night and his roommates lay motionless in the beds above him, fast asleep. As he started to come to, he still had an eery feeling that something was still off. 
As he peered around the room, he began to notice a slight shimmer on the edges of his vision and around the objects in his room. He reached out towards his blanket and it felt normal, but something in his head told him that it wasn’t real. Neurons in his brain were firing, signaling that he was touching something, but he couldn’t believe that this was happening. He sat motionless for a moment, and concentrated. He tried to remember the night before, or how he got to where he was, but he couldn’t. Then he remembered. 
“I’m still dreaming!”
Before falling asleep last night, he had plugged himself into his most recent invention, a device he hoped would lead to effortless and on demand lucid dreaming. 
“It must have worked!” he thought to himself with glee. When he stood up, he felt a huge amount of power surge through him, and with almost no effort he leaped up, crashing through both stories of the dorm building and into the night sky. As he rose he admired the thousands of stars twinkling above him and the beautiful campus laid out before him. He reached the peak of his jump and his stomach dropped for a moment as he began to descend, fearing the inevitable smashing of his body against the ground below him. But he never made it to the ground. As he was falling he thought hard knowing he had to act quickly before he hit the ground and woke up. Suddenly wings sprouted from each side of his back, spanning over 15 feet on each side. Slowly he tried to get used to the new muscles he developed to flap his wings, and he was soon gliding through the air, several hundreds of feet above UC Santa Barbara. The wind overwhelmed his ears and an aura of complete relaxation and content came over him.
As he soared above he contemplated his invention. The applications were practically endless and he was filled with joy over his success. "
86,"Bertha Gonzalez 
She was across the bridge when I saw her. I thought she wouldn’t notice me, after all, mother is always talking about how I scare the literal spirit out of her because I walk like the dead. But I think she just uses it in vain, because I doubt she has anything in her. Shes a monster disguised as a loving mother., The lady disappeared into the building that was overflowing with wildflowers and vines and made a sharp right. Now, I want to clarify that I am in no way stupid and I should have realized she was luring me in, but I could not stop my feet from moving forward, neither did I want to. Soon enough I found myself inside the building and then the inanimate vines that before only moved with the wind, suddenly began to twist and tangle with each other until I no longer could see where I had come from. THAT was the moment I knew I was in deep shit. “Yesubai”, I heard my name in a monotone voice. I looked up and I was not surprised to see my mother uncloak herself and remove the shall from around her hair. “I thought I told you not to wander so far from home”. 
Then I was blinded. And the next moment I felt her cold hand on my shoulder. Even through my thick shoulder pads and cloak I could feel her bony, icy palm. I tried to speak but I couldn’t. it was as if I did not have any control over myself. With her lips nearly touching my ear she whispered “it took you long enough”. Then I felt her slap me down and her finger nail felt sharp against my cheek. She had drawn blood. I was on the floor too in shock to react. What was this? I mean I know I mentioned that she was a monster but I did not mean it, not really. She was just a pretender at home, she was short and curt with everyone but father. And then outside the home she appeared to be a loving doting mother. No one, not I nor my brothers dared to even speak about it. It was an unspoken agreement among us. Then I realized that all the whsipers around town about there being a witch uprising were true. I was horrified when I realized that I was to join the next generation of witches. I dont want to make people love me, not this way. Not my mother’s way. I couldn’t fathom having to snatch the souls out of people’s bodies in order to live. I would rather die. 
Seconds later I could see again and I saw my blood on the grass and the pavement. “its done” she said. I finally mustered the strength to yell “what is done?! What did you do!” I was mortified. She looked back at me as she was walking away and a"
87,"Melissa Hernandez
My name is Emily. Until yesterday, I was your average teenage girl. My daily routine consisted of going to school, playing soccer, and hanging out with my friends. Now, I find myself with an extraordinary ability. A power which I have difficulty controlling. 
I think it all started after my accident during the final playoffs at my school’s soccer tournament. A girl and I both jumped up to head butt the ball, but we ended up clashing heads instead. Last thing I remember was a ringing in my head as lay down on the rough turf. Next thing I know, I wake up in the hospital, and I hear a bunch of low voices all around. There were so many, I couldn’t make any sense of it. As I gained consciousness, I could see my parents talking with the doctor. The doctor was explaining how I suffered a concussion. That’s when I realized my head felt a bit sore. Then, as I focused my attention back to my parents, I heard my mom’s concerned thoughts. That’s right. I said I HEARD her thoughts. I looked at her closely and realized her lips weren’t moving. I could actually read her mind! I was freaking out! I thought I still must have been in a coma dreaming. Of course, I kept this information to myself. I didn’t want to worry them that their daughter might have gone crazy. "
88,"There once was a girl who lived a normal, content life. She had a decent amount of friends, had a good family, and lived a typical teenage life. One day, she woke up and went on with her regular morning routine, but there was a feeling she couldn’t quite shake off. The feeling was strange, and it made her bodily senses tingle. It was a tempting feeling that she felt could be exercised and exerted if she put enough force into acknowledging the feeling. She decided to figure out what this strange feeling was and embraced the tingling phenomenon. All of a sudden, she was nowhere to be seen in the mirror’s reflection of herself! She gasped, and her heart began pounding, her adrenaline rushing. She immediately wanted to rid herself of the new occurrence and released the tension in her mind and body. Back to normal, she could see herself again in the mirror. She breathed a sigh of relief but she stood there frozen in shock and awe, wondering what on Earth just happened to her. With her determined mentality to figure situations out on her own, the girl decided to give it another go, embracing the sensation and once again, turning invisible in a quick second. What was this supernatural ability doing in her control? That was the question running in her head over and over. She had no idea what to do, but she knew she had to keep it to herself until she gained more knowledge of this unusual power. 
Going on about her schedule, the girl chose to dedicate her day to exploring the capabilities of her new talent instead of her regular routine of going to school. She decided to search through the library first to find anything on the supernatural world and what exactly is the ability of invisibility and how she came to obtain it. Strange enough, the girl came across a book with no tags or labels indicating that it was even an item that belonged to the library. It was an old, beat-up, leather-bound book that looked as if it had been tossed in a fire and retrieved at the last second before perishing. Someone clearly had wanted to rid the book forever and there must have been a reason to also save it at all costs. Her heart began racing again and she knew she had to go somewhere less public so she ran out and didn’t stop until she found a hidden trail off the side of the road. With every turn of the page, her mind ran faster and absorbed every word in the book. She learned that the supernatural ability was a curse and the longer one kept the power, the more evil it turns a person. "
89,"Joanna Tinoco 
Lying is a human aspect. Sometimes it is intentional and sometimes. Lying can be beneficial but can also carry heavy consequences. It happens very frequently to and by all humans in the world. Until the ability to absolutely tell whether someone was lying or not was developed by a young girl. She always seemed to be vulnerable to the people around her and that caused her to be bullied and lied to. Until she was able to see past people’s walls. She did not she had this ability at first but then she developed this rage inside that she would not let out but it ate her from the inside, but as she started to know more about the world, she became more aware and the advantages of her secret power. She would see politicians, teachers, and parents lie to her face and she would have to deal with it in a way that wouldn’t make them so vulnerable because if she let out her rage her secret would be known. As she grew up her power would destroy her in so many ways, by relationship cheaters and by people who never truly believed in her. She started to know that her power just made people around her vulnerable without them knowing and this helped find her own self because she always tried to show her honesty and her vulnerability but was always put down for it. But because of her power, she knew what it meant. She would not use her power for the government to become some sort of spy, or become a famous politician. She would use it to cure others to reach deep into themselves that would awaken this vulnerability that makes a human a human. This would make the world a better place with one small girl with a power that would create a domino effect. "
90,"Juliann Lathung
“I’m hungry.”
Little Emmaline waited for her mother, who was busy gathering papers into a briefcase, to heed her desire for breakfast. Unfortunately, her mother did not notice the petite figure of her daughter waddling behind her. Her mother’s cellphone rang, and she immediately began to yap away with the caller. 
Disappointed, Little Emmaline went into the kitchen and gazed around for something to eat. When she spotted the pack of Oreos sitting on the counter, she scurried over to the counter and reached up for the cookies. They were just shy of her little fingers. Grr, she thought. She wanted those cookies. She tried to reach for them again. Still no good. Frustrated, she sat down on the floor, crossed her arms and huffed. 
Suddenly, the cookies slid off the counter and fell to the floor with a light thud. 
“Cookies!” Little Emmaline gasped. She started to munch away. “I wish I had some milk…” She looked at the refrigerator and the door opened. A few things fell out as the milk carton pushed its away out and floated over to Little Emmaline, who stared in awe as the cap unscrewed itself. The milk carton remained in the air for her to grab, which she did. Soon, she was close to finishing the milk and cookies all by herself. 
A few minutes later, she was close to finishing the rest of the vanilla flavored ice cream. Then, the potato chips in the pantry. One by one the snacks were consumed. It didn’t matter that they were placed in the back of the refrigerator or on the highest shelf in the cupboard. Little Emmaline knew that she could get to them as long as she wanted them enough. 
She would never be hungry again."
91,"Midory Ibanez
When Sammy walked into class Monday morning his teacher asked him if she could speak to him in the hall for a minute. At first Sammy was sure he was going to get in trouble for something that he did, but he had no idea what it could possibly be. 
“Sammy,” his teacher said, “This week you were picked by the other teacher and me to be the hall monitor.
At first he was a little confused, but that passed pretty quickly. After that he was full of nothing but happiness. He basically believed that he was the equivalent of his third grade class. 
“I’m the coolest kid in school,” he thought. 
So for the next week he went around with the neon orange vest he was supplied with and made sure the halls of Lincoln Elementary were as safe as can be., and when he wasn’t patrolling it was all he could thing of doing. It was all he looked forward to day in and day out. Before he knew it was Friday and Mrs. Mulberry, his teacher, asked if he could give back the orange vest at the end of the day. He knew he had to give it back, but he really didn’t want to. He looked at the vest then back at his teacher and this continued for a solid minute. Then he finally handed Mrs. Mulberry the vest, and walked out to head home. 
The next week at school he came to realize that they picked Scott Smith to be the next hall monitor. Sammy didn’t really like Scott he was a little mean and didn’t pay much attention in class. 
“If they picked Scott to be the hall monitor then is it really that big of a deal to get picked to be one?” he questioned.
“No, probably not” he decided. 
Being ten years old and all, he got over this shock pretty quickly, and went on to live the fulfilling life of your typical ten year old boy. "
92,"Riley Traut
Cheezus had never really felt special in any way, just always a little stranger than the other kids in the village. He never shared their love for the many rock-stick games and stone throwing contests, instead he just had a love for the pretty gals and animals. Cheezus was a sleepy boy, often dozing off in stone chipping class and wood cutting workshop. On several of these occasions he’d pass out staring at a glass of water sitting on the table in front of him, only to wake up to the water having been replaced by a sweet grapey juice. Only after entering his rebellious teen years was Cheezus able to pinpoint that sweet juice as the same wine him and his peers drank to loosen their robes and sandals. He was overcome with confusion, how had this wonderful social lubricant found its way into his glass all these years? He looked at the cup of water sitting in front of him on his desk at that moment and pondered the cause. Staring deep into the muddy water, from the local creek, he willed it to turn into that beverage he holds so dear. Out of the bottom of the cup he saw a swirl of crimson seep, convinced he was going mad he looked closer. To the teen’s astonishment the rest of the glass filled with the ripe red liquid, the mud seeming to have disappeared! He raised the cup to his lips and took a sip. Warmth enveloped his body as the sweet wine hit his throat. With a deep sigh, Cheezus emptied the glass and rushed for another glass of water. This time he tried the big basin his mum uses to shower and with nothing more than a sweaty brow he turned the whole thing to wine. Finally! Cheezus thought to himself, no more sneaking into the parent’s dirt hole to steal wine. Cheezus paraded around the village showing all the people and ladies his new skill, bragging of his endless supplies of the finest barefoot bubbly. With that all the village people cheered and became infatuated with Cheezus and his wonderful powers that would bring happiness to the land for the next 30 or so years. With that Cheezus had restored the shame his family had undergone from the townspeople refuting his scandalous virgin birth. The townspeople no longer needed any whine to go with their cheez. "
93,"There once was this girl, her name was Lily. She was a very sweet girl; she was always the nice friend out of the group. She was a junior in high school, and attended Norwalk high school. She was with her boyfriend for 2 years already but he was a year older than her, therefore making him a senior. He had asked her in the cutest way possible to be his date to the senior ball which was 2 weeks before. One day her life changed drastically. It was the day before her boyfriend’s senior ball. She became the meanest nastiest person ever. She would talk down to everyone. She was in class when she got a call from the office that some officers wanted to speak to her. They gave her the news that her mother and her stepfather had been in a car accident. Apparently they were arguing meanwhile the stepfather was driving and he didn’t see that there was a stop sign, he ran it and a truck hit them from the passenger’s side. The stepfather survived but the mother died that very moment. She went through deep depression when her momma passed. She was never sad at school though she just turned very mean mad and tough. She went to the ball the next day but she was just in shock. Her stepfather never earned Lilys forgiveness for this.  She couldn’t believe that this could ever happen to her. No one tried talking to her because no one thought they could relate to her, therefore people just preferred to stay out of it. Its moments like these that can change your whole life around and make you someone you thought you’d never be. "
94,"I woke up this morning, and found myself sitting on a stone in the middle of the ocean, unaware of what had happened before.
I stood up and looked around. I see the bright sun shining up in the sky, lightening the clouds up, picturing a warm and bright picture. I see birds flying around me and fish swimming deep in the ocean. Yet, I could not smell anything and I even felt a little difficult to breath. 
Accidentally, I found a big hole on this stone, big enough to hold a human body. I did not know why I chose to jump into the hole, but the end was I did jump.
I found myself drowning in the ocean, faster and faster, contradicting to the scientific knowledges I had learned. And finally, I lost my conscious.
When I woke up again, I found myself still on the stone, questioning the things that have just happened. I stood up and looker to the things around me. I can see “birds” with long tails flying around me, and I can taste the saltiness of the air. I looked down to the ocean and found white and lighted cloud-like things flowing deep down there, the fishes swimming seemed to have wings grown. I try to feel the air with my hand and found that air was flowing around me, I was able to feel the touch of it, smooth and gentle. Now I cannot feel any temperature, but can smell the ocean, fishy and free.
I doubted.
Of course I should doubt.
My human knowledge told me that now I am standing under the ocean, in which the sky is now under my feet. Surprisingly, I am able to breath under the water, so that was why I felt hard to breath when I was surrounded by air. 
But how come? What happened to me?
I questioned myself, and meanwhile I saw a boat coming straight to where I was standing, yet, under my feet, up the surface of the ocean. Without any stop, I jumped again through the hole, and there it goes, I am back to the correct world again. I looked for help to the people on the boat, and had a ride back to the beach.
After this experience, I worked in the ocean department in a zoo and lived with dolphins and wales. I acted to people around me that I cannot breath under the water, the only extraordinary thing I was able to do was to hold my breath longer than normal people so I can stay in the water longer without any tools and train the creatures. 
It is a good work, at least, now I am accepting myself living like a fish. 
Or maybe I am just a fish, and daydreaming of myself being a human. Who knows."
95,"Zudu is a dog who just realized how big he actually is. Zudu is a Cane Corso that was raised with his brother Alonzo, who is a Saint Bernard. Since the Saint Bernard is significantly bigger, Zudu was convinced that he was a small dog. Unfortunately, on a Saturday morning at 8am, Alonzo passed way. In order to cope with the sadness, the owners of Zudu and Alonzo decided to buy another dog. This dog was a very shiatzu that wanted to play all day. Zudu, a seasoned vet was clearly not in the mood to play. It was unit Zudu saw the size of the new dog is when he felt like the new leader of the house. Zudu, like most other animal started to take advantage of the new dog by bossing him around. Zudu would not let the small new puppy sit near him. Zudu viewed the dog as if he hated him. It was until the new puppy bit Zudu’s ear that Zudu slowed down on being a tyrant. Alonzo was not happy from above. Since Alonzo was so unhappy, he decided to come back from dog heaven and take over as the leader of the house. Clearly Zudu wasn’t ready for the position. 
When Alonzo came back from dog heaven, he walked in the door of the house and immediate bit Zulu. He said, “How dare you become a tyrant. I taught you better than that you little shit.” The little dog was elated by the new authority figure in the house. "
96,"In the post-apocalyptic city of Taurtania in 2120, everyone who lives there is under the authority of the Council. The head of the Council is a scary fellow named Drake. In the city of Taurtania, citizens do not have many rights, and are under surveillance 24/7 to see if they commit any wrong acts that would harm the city. As a part of their daily lives, citizens take this serum every morning when they wake up that makes them fully obedient to their authorities. This serum is the reason why the citizens do not rise against the authorities. In this culture, the citizens of Taurtania are living in famine and harm. Although most people don’t do anything about this oppression, there is one person who change the lives of many: Jake Jacobs Jacobson or known as “Triple-J” aka “TJ”. 
TJ is a scrawny, young kid who barely just turned 18. Despite his narrow and lanky build, TJ has the courage and determination of a UFC fighter. If he gets into fights, he will not back down from anyone. The problem, however, is that he is just too weak to take on anyone that is bigger than him. This does not matter anyway due to the serum that basically suppresses everyone’s emotion which prevents any backlash against the government. 
One day, a guerilla group sees the courage, determination, and fight that TJ has in him and kidnaps him. They inform TJ of a machine they have to transform his lanky build into that of an 8 foot tall person with the strength of Hercules. They put TJ in the machine and transform him into a messiah.
After this transformation, the guerilla group helped devise a plan with TJ so that they can overthrow Drake and the Council and put an end to this dystopian society. The plan was to infiltrate the building where the Council’s weekly meetings are held and to kill every single member of the Council, including Drake. 
When it was time to put this plan to the test, TJ heavily armed himself, prepping for battle. Eventually, the guerilla group stormed the building, led by TJ. The officers shot at TJ but that had no use. The bullets just deflected off of him, as TJ rampaged through the building, killing every single officer either with his guns or bare hands in close-quarters combat. Drake knew that the guerilla group was killing everyone, so he sent the rest of the Council down in the building to die while he thought he would be safe at the very top.
Eventually, TJ got to the top where Drake was. However, Drake had many weapons that were able to affect TJ in ways the regular officers could not. Drake temporarily poisoned TJ which weakened his strength, allowing Drake to stab TJ. However, this did not end well for Drake. The stabbing angered TJ, which caused him to channel all his range into killing Drake.
After finally killing Drake and the rest of the Council, the city of Taurtania rejoiced. They were free from oppression, all thanks to TJ."
